,Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Company,Status,Latitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,Longitude,Release of substance,Alberta,Manitoba,British Columbia,Saskatchewan,Ontario,New Brunswick,Nova Scotia,Quebec,Northwest Territories,Natural,Unknown Land,Forests,Industrial,Agricultural Cropland,Shrub Land,Vegetative Barren,Tundra / Native Prairie / Parks,Barren Land,Small Commeicial,Water / Wetlands,Residential,Frost heave,Freeze-thaw,Frozen components,Soil/Slope,High winds,Rains/Floods,Adverse weather,Month of occurrence,Spring,Summer,Fall,Winter
31,INC2008-079,Release of Substance,8/8/2008,Herbert,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Closed,50.539202,0.5,Propane,Gas,No,2008,2008-07-12,2008/07/12 12:00:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,No,Propane,0.5,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Station/Facility, Pumping, Pump",,,,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,7/13/2008,No,,,No,No,7/13/2008,Replacement,No,-107.30766,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0
32,INC2008-080,Serious Injury (CER or TSB),8/15/2008,Valemount,Trans Mountain Pipeline ULC,Closed,53.024796,0,Not Applicable,Not Applicable,Yes,2008,2008-08-14,2008/08/14 08:00:00 PM Mountain,,,Construction,Employee / Contractor (Onsite),12/15/2010,No,No,,,,No,,,,,Fracture,1,,No,,,0,OPR,TMX Anchor Loop,"762.00000000, 914.00000000",158.1950834,Crude Oil,,,,,Canada,No,No,Yes,No,0,Kilometer Post 439,Level III,Category C,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-119.151198,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0
33,INC2008-084,Fire,8/26/2008,Not specified,Enbridge Pipelines Inc.,Closed,51.10223,0,Not Applicable,Not Applicable,No,2008,2008-08-25,2008/08/25 02:10:00 PM Central,,,Construction,Employee / Contractor (Onsite),8/15/2012,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,Line 3,"610.00000000, 864.00000000, 914.00000000, 914.40000000",2334.948756,Crude Oil,,,,,Canada,No,No,Yes,Yes,3,Mile Post 252,Level I,Standard Review - 168 days,No,,Vehicle / mobile equipment,,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-106.35299,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0
34,INC2008-085,Fire,9/4/2008,Not specified,Enbridge Pipelines Inc.,Closed,51.44373,0,Not Applicable,Not Applicable,No,2008,2008-09-04,2008/09/04 11:43:00 AM Central,,Transmission,Maintenance,Employee / Contractor (Onsite),12/21/2010,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,Line 4,"1219.00000000, 864.00000000, 914.00000000",1248.909872,Crude Oil,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-107.37839,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
35,INC2008-086,Release of Substance,8/28/2008,Vermilion Bay,TransCanada PipeLines Limited,Closed,49.85542,0,Natural Gas - Sweet,Gas,No,2008,2008-08-28,2008/08/28 11:30:00 AM Eastern,,,Operation,Employee / Contractor (Onsite),1/19/2011,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,3,Mainline Valve + Offset (km) MLV50 + 11.163,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body",,,,,,,,,,,,,,,,,,,,,6 o'clock,,,,,,No,,,No,,,No,No,,,No,-93.36393,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0
36,INC2008-087,Release of Substance,9/5/2008,Taylor,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14631,0.1,Butane,Gas,No,2008,2008-09-05,2008/09/05 07:00:00 AM Pacific,,,Construction,,7/27/2012,Yes,No,Butane,0.1,No,No,,,,,,,,,,,0,PPR,,,,,,,,,Canada,No,No,No,No,0,,Level I,Standard Review - 168 days,No,,Processing Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-120.6692,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
37,INC2008-091,Serious Injury (CER or TSB),9/16/2008,Pennfield,Emera Brunswick Pipeline Company Ltd.,Closed,45.1982,0,Not Applicable,Not Applicable,Yes,2008,2008-09-15,2008/09/15 12:00:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),7/27/2012,No,No,,,,No,,,,,Fracture,1,,No,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,Off the Right of Way,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-66.6422,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
38,INC2008-097,Fire,10/7/2008,Huntsville,TransCanada PipeLines Limited,Closed,45.33806,0,Not Applicable,Not Applicable,No,2008,2008-10-06,2008/10/06 02:30:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),4/14/2010,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,No,Yes,3,Kilometer Post,Level I,Standard Review - 168 days,No,,"Pipeline, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,10/13/2008,No,,,No,No,10/13/2008,Replacement,No,-79.24126,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
39,INC2008-092,Serious Injury (CER or TSB),9/16/2008,Valemount,Trans Mountain Pipeline Inc.,Closed,52.83128,0,Not Applicable,Not Applicable,Yes,2008,2008-09-16,2008/09/16 05:00:00 PM Pacific,,,Construction,Employee / Contractor (Onsite),11/4/2008,No,No,,,,No,,,,,Fracture,1,,No,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,0,Kilometer Post 458.1,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-119.2645,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0
40,INC2008-095,Release of Substance,9/26/2008,Falcon Lake,TransCanada PipeLines Limited,Closed,49.68098,0,Natural Gas - Sweet,Gas,No,2008,2008-09-25,2008/09/25 03:35:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body",,NPS 30,,359 - X52,,9.5 mm = 0.375 in,,,6048,,,,,,1957,,,,,,,External,Asphalt Mastic,,Field Applied,,No,Replacement,10/19/2008,No,,,No,No,10/19/2008,Replacement,No,-95.37458,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
41,INC2008-098,Release of Substance,10/16/2008,Portage La Prairie,TransCanada PipeLines Limited,Closed,49.91211,0,Natural Gas - Sweet,Gas,No,2008,2008-10-16,2008/10/16 02:30:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,,,,,Canada,Yes,No,No,No,0,Mainline Valve + Offset (km) MLV 34 + 0,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Pipe",,NPS 1/2,,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,10/18/2008,No,,,No,No,10/18/2008,Replacement,No,-98.51757,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
42,INC2008-103,Release of Substance,11/4/2008,Reynolds,TransCanada PipeLines Limited,Closed,49.65789,0,Natural Gas - Sweet,Gas,No,2008,2008-11-03,2008/11/03 02:00:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,TCPL - Station 43 (Spruce Compresor Station),,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Valve, Pressure relief, Other (please explain)",,NPS 2,,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,11/3/2008,No,,,No,No,11/3/2008,Replacement,No,-96.16268,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
43,INC2008-109,"Fire, Release of Substance",11/20/2008,Taylor,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14652,0.005,Mixed HVP Hydrocarbons,Gas,No,2008,2008-11-17,2008/11/17 02:00:00 PM Mountain,,,Operation,,7/27/2012,Yes,No,Mixed HVP Hydrocarbons,0.005,No,No,,Equipment & Electrical,,,,,,,,,0,PPR,,,,,,,,,Canada,No,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Processing Plant, Sulphur plant",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-120.66937,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
44,INC2008-110,Release of Substance,11/21/2008,Fort Nelson,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,59.20196,10,Condensate,Liquid,No,2008,2008-11-20,2008/11/20 12:00:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),8/15/2012,Yes,No,Condensate,10,No,No,,,,,,,,,,,0,OPR,WEI - Cabin Lake Booster Station,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.5963,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
45,INC2008-111,Release of Substance,11/26/2008,Chetwynd,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56932,10,Amine,Miscellaneous,No,2008,2008-11-26,2008/11/26 03:00:00 AM Pacific,,,Operation,,7/30/2012,Yes,No,Amine,10,No,No,,,,,,,,,,,0,PPR,,,,,,,,,Canada,No,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Processing Plant, Sulphur plant",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-121.94466,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
46,INC2008-112,Fire,11/26/2008,McLeod Lake,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.03189,0,Not Applicable,Not Applicable,No,2008,2008-11-26,2008/11/26 04:25:00 PM Eastern,,,Maintenance,Employee / Contractor (Onsite),7/27/2012,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,WEI - McLeod Lake Compressor Station,,,,,,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Compressor",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-123.03117,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
47,INC2008-113,"Release of Substance, Adverse Environmental Effects",12/1/2008,Chetwynd,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.5692,2,Glycol,Miscellaneous,Yes,2008,2008-11-30,2008/11/30 08:45:00 PM Mountain,,,Operation,,7/27/2012,Yes,No,Glycol,2,No,No,,,,,,,,,,,0,PPR,,,,,,,,,Canada,No,No,No,No,3,Kilometer Post,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.94446,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
48,INC2008-114,Release of Substance,12/2/2008,Winnipeg,TransCanada PipeLines Limited,Closed,49.68017,0,Natural Gas - Sweet,Gas,No,2008,2008-11-28,2008/11/28 04:33:00 PM Central,,,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,No,Yes,No,3,Mainline Valve + Offset (km),Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Valve, Ball, Other (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Rebuilt,11/28/2008,No,,,No,No,11/28/2008,Repair,No,-96.64917,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
49,INC2008-115,Fire,12/2/2008,Charlie Lake,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.63822,0,Not Applicable,Not Applicable,No,2008,2008-12-02,2008/12/02 08:45:00 AM Pacific,,,Operation,Employee / Contractor (Onsite),2/12/2015,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,WEI - Booster Station #3 - Kobes,,,,,,,,Canada,Yes,No,No,No,3,Mile Post,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.65102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
50,INC2008-119,Release of Substance,12/8/2008,McLeod Lake,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.032,0,Natural Gas - Sweet,Gas,No,2008,2008-12-05,2008/12/05 04:50:00 PM Pacific,,,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,WEI - McLeod Lake Compressor Station,,,,,,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Fitting",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-123.03098,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
51,INC2008-120,Release of Substance,12/9/2008,Winnipeg,TransCanada PipeLines Limited,Closed,49.75544,0,Natural Gas - Sweet,Gas,No,2008,2008-12-08,2008/12/08 09:30:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),1/19/2011,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,3,Mainline Valve + Offset (km) 18km West of Winnipeg,Level I,Standard Review - 168 days,No,,"Pipeline, Fitting, Nipple, Body",,NPS 1/2,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-97.2305,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
52,INC2008-121,Adverse Environmental Effects,12/10/2008,Goldboro,EnCana Corporation,Closed,45.18253,0,Not Applicable,Not Applicable,Yes,2008,2008-12-03,2008/12/03 03:00:00 PM Atlantic,,,Construction,Employee / Contractor (Onsite),7/23/2012,No,No,,,,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,No,Yes,3,100meters off shore,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-61.65236,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
53,INC2008-123,Fire,12/17/2008,Edmonton,Enbridge Pipelines Inc.,Closed,53.5474,0,Not Applicable,Not Applicable,No,2008,2008-12-15,2008/12/15 10:55:00 AM Mountain,,,Construction,Employee / Contractor (Onsite),7/27/2012,No,No,,,,No,,Under Investigation or Unknown,,,,,,,,,0,OPR,EPI - Edmonton Terminal,,,,,,,,Canada,Yes,No,No,No,6,Kilometer Post,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Compressor",,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-113.35571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
54,INC2008-128,Release of Substance,1/13/2009,Hearst,TransCanada PipeLines Limited,Closed,49.76492,0,Natural Gas - Sweet,Gas,No,2009,2008-02-04,2008/12/14 12:00:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,TCPL - Station 86 (Hearst Compressor Station),,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,12/14/2008,No,,,No,No,12/14/2008,Replacement,No,-84.91824,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
55,INC2009-002,Release of Substance,1/15/2009,Lincoln,TransCanada PipeLines Limited,Closed,43.11405,0,Natural Gas - Sweet,Gas,No,2009,2009-01-14,2009/01/14 11:00:00 PM Eastern,,,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,TCPL - Station 211 (Lincoln Compressor Station),,,,,,,,Canada,Yes,No,No,No,0,Mile Post 211,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Pipe",,,,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,1/15/2009,No,,,No,No,1/15/2009,Replacement,No,-79.46307,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
56,INC2009-009,Serious Injury (CER or TSB),2/9/2009,White City,Enbridge Pipelines Inc.,Closed,50.44344,0,Not Applicable,Not Applicable,Yes,2009,2009-02-09,2009/02/09 03:30:00 PM Mountain,,,Construction,Employee / Contractor (Onsite),12/22/2010,No,No,,,,No,,,,,Fracture,1,,No,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,5,Off the Right of Way,Level III,Category C,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-104.35655,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
57,INC2009-010,Release of Substance,2/9/2009,Lincoln,TransCanada PipeLines Limited,Closed,43.11368,0,Fuel Gas,Gas,No,2009,2009-02-06,2009/02/06 07:07:00 PM Eastern,,,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Fuel Gas,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,Mile Post 211,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,2/6/2009,No,,,No,No,2/6/2009,Replacement,No,-79.46307,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
58,INC2009-019,Release of Substance,3/5/2009,Portage La Prairie,TransCanada PipeLines Limited,Closed,49.91175,2.5,Lube Oil,Liquid,No,2009,2009-03-04,2009/03/04 04:20:00 PM Central,,,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,No,Lube Oil,2.5,No,No,,,,,,,,,,,0,OPR,TCPL - Station 34 (Portage La Prarie Comp. Stn),,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Pipe",,NPS 1/2,,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-98.51757,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
59,INC2009-015,"Serious Injury (CER or TSB), Release of Substance",2/20/2009,Wonowon,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.72686,0.0001,Natural Gas - Sour,Gas,Yes,2009,2009-02-20,2009/02/20 09:00:00 AM Mountain,,Transmission,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,Yes,Natural Gas - Sour,0.0001,No,No,,,,,Lost Consciousness,2,,No,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,3,Kilometer Post,Level III,Category C,Yes,,"Station/Facility, Pigging, Launching, Piping",API,NPS 18,Carbon Steel,290 - X42,,9.5 mm = 0.375 in,,,800,,,,,,,,,,Straight,Electric Resistance Welded,,Internal,,,,,No,Rebuilt,,No,,,No,No,,Repair,No,-121.81832,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
60,INC2009-021,Release of Substance,3/10/2009,Potter,TransCanada PipeLines Limited,Closed,48.87172,0,Natural Gas - Sweet,Gas,No,2009,2009-03-09,2009/03/09 10:43:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,TCPL - Station 102 (Potter Compressor Station),,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Pipe",,,,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,3/9/2009,No,,,No,No,3/9/2009,Replacement,No,-80.89396,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
61,INC2009-024,Serious Injury (CER or TSB),3/13/2009,Sarnia,Enbridge Pipelines Inc.,Closed,42.97494,0,Not Applicable,Not Applicable,Yes,2009,2009-03-13,2009/03/13 04:30:00 PM Eastern,,,Maintenance,Employee / Contractor (Onsite),12/22/2010,No,No,,,,No,,,,,Lost Consciousness,1,,No,,,0,OPR,EPI - Sarnia Pump Station,,,,,,,,Canada,No,Yes,No,Yes,0,Off the Right of Way,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-82.40703,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
62,INC2009-026,Release of Substance,3/23/2009,Not specified,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.31724,0,Natural Gas - Sour,Gas,Yes,2009,,2009/03/23 04:30:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),7/27/2012,Yes,No,Natural Gas - Sour,0,No,No,,,,,,,,,,,0,OPR,"10"" Dahl Pipeline",273.1,30.95531555,Natural Gas Sour,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Piping",,NPS 1/4,,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-120.82153,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
63,INC2009-032,Release of Substance,4/8/2009,Mattice,TransCanada PipeLines Limited,Closed,49.58574,0,Natural Gas - Sweet,Gas,No,2009,2009-04-08,2009/04/08 09:30:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),12/4/2013,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,TCPL - Station 92 (Mattice Compressor Station),,,,,,,,Canada,Yes,No,No,No,0,Mainline Valve + Offset (km),Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Rebuilt,4/9/2009,No,,,No,No,4/9/2009,Repair,No,-83.16712,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0
64,INC2009-031,Release of Substance,4/7/2009,Tumbler Ridge,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,54.97941,0,Natural Gas - Sour,Gas,Yes,2009,2009-04-07,2009/04/07 02:00:00 PM Pacific,,,Operation,Employee / Contractor (Onsite),12/4/2013,Yes,No,Natural Gas - Sour,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Pipeline, Valve, Ball, Seal/Packing",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-121.06074,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
